headlines,date
"Amazon, Lionsgate sign multiyear streaming deal",11-14-19
Malone: Disney facing rough 'food fight' in streaming showdown,11-14-18
"Market Chatter: Apple May Launch Bundle with Apple Music, Apple News+, Apple TV+ as Soon as 2020",11-14-19
Amazon Expands in Las Vegas and Announces Plans to Create 125 New Corporate Jobs,11-14-19
Amazon +4.7% on strong volume,11-14-14
"Amazon.com Will Sell Medical Devices, Not Pharmaceuticals, With Pharmacy Licenses In Some States",11-14-17
Amazon Music Unlimited goes live in the UK; Germany and Austria expansion also anticipated,11-14-16
"Amazon Prime Video, Lions Gate Strikes Deal on First Window Streaming in UK",11-14-19
Amazon previews Black Friday deals including $100 Fire HD 10,11-14-17
Amazon Prime Video Signs Deal with Viacom International Studios for Exclusive Streaming Rights in Latin America,11-14-18
"Market Chatter: Nike Prefers Sales Through Foot Locker, Not Amazon, to Provide 'Premium Experiences' to Customers",11-14-19
Amazon protesting JEDI contract loss - report,11-14-19
"Stocks End US Session Mixed as Dow Posts New Record, Nasdaq Pushes Lower",11-14-16
Amazon Canada Launches Prime Music,11-15-17
Prime Now Adds Its First Drugstore to the Service Just in Time for the Holidays,11-15-16
"USPS loss triples to almost $4B, may pressure Amazon",11-15-18
Esper responds to Amazon's JEDI protest,11-15-19
Amazon Launches Prime Music in Canada,11-15-17
Amazon Files Challenge to Pentagon's $10 Billion Cloud Contract With Microsoft,11-15-19
"Amazon Announces the Best Books of 2016, Naming Colson Whitehead’s The Underground Railroad the #1 Book of the Year",11-15-16
Amazon cancels 'skinny bundles' for Channels; Sports Illustrated TV coming soon,11-15-17
"Blockchain to Enable Frictionless Transactions, Transparency to Ease Complexities of Global Oil & Gas Industry",11-15-17
Food stocks jolted by more Whole Foods price cuts,11-15-17
BT Group to Pay $514.3 Million Annually for Exclusive Rights to Three Years of European Club Football,11-15-19
"Amazon Canada to Kick-off Black Friday on Thursday, November 22 at 6 p.m. ET - Launching more than 30 Hours of Deals Across Every Category",11-15-18
Amazon’s Seven Days of Black Friday Deals – More Than 50 Deals of the Day and Thousands of Deals Across Every Department,11-15-18
Amazon and Whole Foods Market Announce Lower Prices on Additional Customer and Holiday Favorites,11-15-17
Amazon Prime Video Adds Absentia to its Original Dramatic Series Lineup,11-15-17
Trevor Noah Performs Born a Crime: Stories from a South African Childhood for Audible,11-15-16
"Amazon launches Alexa, Echo devices, and Prime Music in Canada",11-15-17
Retail sales show strength as wage increases supersede election anxiety,11-15-16
Amazon shadow begins to extend to restaurant sector,11-15-16
"Appaloosa adds Alibaba, increases Micron",11-15-19
"Lone Pine sheds Microsoft and Adobe stake, while increases in Alibaba, Salesforce and Amazon",11-15-19
Market Chatter: Amazon.com Said to Scrap Plans for Online Streaming Service Bundling,11-15-17
Amazon regains smart speaker market,11-15-18
"Amazon.com Cuts Prices on Holiday Items at Whole Foods, Shares of Rivals Lower",11-15-17
SunTrust analyst says Amazon will have record-breaking holiday sales,11-15-17
Amazon.com Lower As More Reports Emerge of Counterfeit Goods,11-15-19
"Amazon Fires Opening Salvo as Sales at Whole Foods Pushes Down Shares at Kroger, Sprouts",11-15-17
Amazon Studios loses head of production - Variety,11-15-19
Update: US Defense Secretary Says Cloud Contract Awarded to Microsoft Based on Fair Competition,11-15-19
Recode reports Amazon blames USPS for Fresh failures; Amazon Go soon public?,11-15-17
Market Chatter: Alphabet Launches New Artificial Intelligence Team for Google Cloud,11-15-16
Amazon dropped plan for checking accounts - report,11-15-19
Amazon Pharmacy debuts branding,11-15-19
"Close Update: Tech and Energy Shares Boost Wall Street, Dow Flirts With Record High",11-15-16
Stocks Strengthen in US as Dow Extends Winning Streak to Seven Days,11-15-16
AWS Makes Amazon QuickSight Available to all Customers,11-15-16
Amazon takes counterfeiters to court,11-16-16
Bezos: Amazon not 'too big to fail',11-16-18
More than 35 Days of Black Friday Shopping on Amazon.com,11-16-16
E-commerce Market is on the Rise in the U.S and Around the World,11-16-17
Amazon Prime Video is the Exclusive Subscription Streaming Service for New Animated Film Mariah Carey’s All I Want for Christmas Is You,11-16-17
"Amazon Celebrates the Launch of The Grand Tour by Offering Amazon Prime for Only $79, Plus New Grand Tour Alexa Skill Now Available for Fans",11-16-16
Market Chatter: Amazon's Bezos Warns Company is 'Not To Big To Fail',11-16-18
Amazon to Sponsor the 2018 Special Olympics USA Games Closing Ceremony,11-16-17
"AmazonFresh, Allrecipes.com launch Blue Apron competitor",11-16-17
"Amazon rolls out family plans for music service, announces one-day Prime discount for launch of ""The Grand Tour""",11-16-16
PVH Announces Holiday Retail Experience With Amazon Fashion,11-16-17
"S&P 500 Posts 1.6% Weekly Drop, Led by Consumer Discretionary, Technology, Energy",11-16-18
AWS Announces Flexible SaaS Subscriptions for AWS Marketplace,11-16-16
Amazon is going after truck drivers,11-17-17
"TVs, Toys, Tools and More - Amazon Canada Offers a Sneak Peek into Black Friday Deals",11-17-17
Amazon Canada Unveils Black Friday Offerings,11-17-17
Sellers on Amazon Ready for Busy Holiday Season,11-17-16
OPTIONS: Fab Five option implied volatility,11-17-16
"Best-Selling Author and Nationally Recognized Theologian Jim Wallis Hosts In Conversation, an Original Audible Series",11-17-17
"Piper Jaffray reissues Overweight posture on Facebook, Amazon, Alphabet, Netflix",11-17-16
Market Chatter: Apple To Lower App Store Fees For Video Services,11-17-16
Global expansion of Amazon streaming video service reported,11-17-16
The Sun Shines on Amazon’s Cloud in Virginia,11-17-16
Amazon streaming video service possibly set for worldwide expansion,11-17-16
"Dominion Resources, Amazon Web Services Acquire Solar Operations in Virginia to Expand Renewable Energy Resources",11-17-16
"Alexa, What Are Your Deals?",11-18-16
Amazon.com Announces Eight Days of Holiday Deals,11-18-15
Welcome to Amazon: The Martha Stewart American Made store launches on Handmade at Amazon,11-18-15
Market Chatter: Amazon Abandons Plan to Have Branded Checking Accounts,11-18-19
Amazon still outpacing Target and Wal-Mart in e-commerce battle,11-18-15
Amazon’s Black Friday Deals Week is Almost Here – More Deals of the Day and Deeper Discounts Than Ever Before on Buzzworthy Holiday Gifts Across Every Department,11-18-19
Amazon Continues Investment in Mississippi with Second Fulfillment Center,11-18-19
Amazon to Open Two Fulfillment Centers near Columbus Creating Thousands of New Jobs,11-18-15
Amazon to Open Two New Fulfillment Centers in Ohio,11-18-15
"Amazon.com Edges Up, to Expand Video Service Globally",11-18-16
Amazon keeps edging into the auto industry,11-18-16
Market Chatter: Fiat Chrysler Automobiles N.V To Offer Car Sales on Amazon; Software Fix on Some Cars Didn't Work,11-18-16
"Box Office Trends Lower in 2019 While Fourth Quarter Set for Disney Movie Boost, Wedbush Says",11-18-19
Correction: Fiat Chrysler Automobiles To Offer Car Sales on Amazon; Software Fix on Some Cars Didn't Work,11-18-16
NovaBay Pharmaceuticals Shares Up 29% on Launch of NovaSight on Amazon,11-18-19
Amazon expands free Music tier,11-18-19
Market Chatter: Martha Stewart Living's American Made Store Switches to Amazon from eBay,11-18-15
"HBO Now, Amazon Channels deal reported",11-18-16
Streaming services to be tracked by Nielsen,11-18-14
Market Chatter: Amazon Launches Ad-Supported Free Version of Amazon Music,11-19-19
"Amazon Makes Waves with Warner Bros. Pictures to Offer Prime Members Exclusive Advance Showings of James Wan’s Aquaman on December 15, 2018",11-19-18
Salesforce and Amazon Web Services (AWS) Expand Global Strategic Partnership,11-19-19
Amazon Brings Prime Now to San Diego Featuring Items from Amazon and Local Stores,11-19-15
Western Union Selects AWS as Preferred Long-Term Strategic Cloud Provider,11-19-19
"Amazon Launches Storywriter, a Free Screenwriting Tool to Help Visionary Storytellers Get Their Work Discovered",11-19-15
Western Union selects AWS as preferred cloud,11-19-19
Travelers expands smart-home program to 11 more states,11-19-18
House releases answers from big tech queries,11-19-19
"Salesforce, Amazon taking on RingCentral",11-19-19
Holiday online spending forecast to rise 16%,11-19-14
Salesforce.com Picks Amazon Connect for New Service Cloud Voice,11-19-19
AWS develops new services amid open-source pushback,11-19-18
Government Accountability Office Backs Amazon.com's Legal Challenge to Bidding Process for Rocket Launches,11-19-19
Market Chatter: Vodafone Group to Shift Data Operations to Google Cloud,11-19-19
"Stocks Plunge With Nasdaq Skidding to Near Seven-Month Low as Apple, Facebook Retreat",11-19-18
Amazon Web Services Announces Amazon Wind Farm US Central,11-19-15
Close Update: Stocks Swoon as Technology Sector Leads Market Lower to Start Holiday Shortened Week,11-19-18
CNBC: Amazon's Bezos names new top adviser,11-19-18
"Amazon Canada's Black Friday Deals Week Kicks Off this Friday, November 22",11-20-19
"Alibaba to launch international Taobao, sells debut bond",11-20-14
J.K. Rowling’s Beloved Harry Potter Books Now Available Globally for Audio Download at Audible,11-20-15
Amazon Teams Up with Ciara to Inspire Students to Learn Computer Science and Coding through Competition to Remix the Singer/Songwriter’s Song “SET”,11-20-19
"Amazon Expands with New Fulfillment Center in Auburndale, Florida",11-20-19
"GBH Insights raises Amazon price target ahead of ""blowout"" holiday quarter",11-20-17
Market Chatter: Amazon.com Hasn't Approached French Retailer Auchan,11-20-17
Pac-12 Conference Goes All-In on Amazon Web Services,11-20-18
Amazon Prime Original Anthology Series Philip K. Dick’s Electric Dreams Debuts on January 12,11-20-17
Amazon Releases a Collection of Original Holiday Music Available Exclusively for Streaming on Prime Music with Indie for the Holidays,11-20-15
CNBC: Amazon joins bids for Fox regional sports nets,11-20-18
Nomura Instinet raises Amazon price target on margin potential,11-20-17
Stock Indexes Decline After Housing Report As Retailers Continue to Miss Earnings Estimates,11-20-18
Market Chatter: Amazon Reportedly Bids for Disney's 22 Regional Sports Networks for Sale after Fox Purchase,11-20-18
Amazon launches AWS region for intelligence community,11-20-17
Amazon Alexa's Bluetooth SDK now widely available,11-20-18
"Amazon.com, Inc. Announces Commencement of Exchange Offer and Consent Solicitation for Whole Foods Market, Inc. 5.200% Notes Due 2025",11-20-17
Amazon reportedly prepping travel service; NYC office building rented,11-20-14
Amazon Launches Pop-Up Store in Madrid's Shopping District,11-21-18
WSJ: Amazon Pay coming to stores?,11-21-18
John Legend Releases Beautiful Version of “Happy Christmas (War Is Over) (Amazon Original)” Only on Amazon Music,11-21-19
"Amazon Celebrates 10th Holiday Season of Frustration-Free Packaging – An Invention That’s Helped Eliminate 181,000 Tons of Packaging and 307 Million Boxes, and Given Millions of Customers Holidays Without “Wrap Rage”",11-21-17
IMDbPro Announces Top 10 Thanksgiving Weekend Box Office Champs of Past 30 Years,11-21-17
Amazon Appstore Announces Champions of Fire Invitational – Esports Tournament for Casual Mobile Games,11-21-16
Amazon launching smart shelf for businesses,11-21-19
Amazon reportedly working on ad-supported streaming service,11-21-14
"Amazon ""technical error"" revealed customer data",11-21-18
Dish gains on report of talks with Amazon,11-21-19
"Toy story: 'Tis the season of emerging markets, Star Wars, and algorithms",11-21-15
Cowen analyst says Amazon should buy Rite Aid,11-21-17
Rite Aid Shares Jump 5% After Cowen Speculates on Amazon.com Buyout,11-21-17
"Stocks Resume Uptrade as Oil Rallies, Dollar Fades",11-21-16
Market Chatter: Amazon Reportedly Looks to Expand Amazon Pay into Brick-and-Mortar Stores,11-21-18
TD Bank Survey Suggests Planned Holiday Spending Down 30% Year on Year,11-21-19
Amazon 'Technical Error' Exposes Customer Data,11-21-18
Bloomberg: Yankees draw partners including Amazon to YES deal,11-21-18
U.S. online shipping up 17% this season,11-21-18
Market Chatter: Amazon.com Gains More Than 2% After Cowen Estimates Jump in Amazon Prime Members Bodes Well for Holiday Sales,11-21-16
YouTube comes back to the Amazon Echo Show,11-21-17
Cowen and Company estimates Amazon's U.S. Prime membership count at 49.5M,11-21-16
"Bed Bath & Beyond 'Upping Its Game' as Retailers Enhance Holiday Shopping Services, Says Wedbush",11-21-19
Amazon considered to be exploring live sports Prime package,11-21-16
"Market Chatter: Fox May See Bid for YES Network From Yankees, Ontario Teachers, Redbird and Mubadala",11-21-18
Market Chatter: Amazon Considering Premium Sports Package For Prime Members - Shares Up 2%,11-21-16
Half of Amazon HQ2 jobs in tech,11-21-18
Amazon announces AWS IoT price cuts,11-21-17
"Dow Falters Into Close While S&P 500, Nasdaq Cling to Gains Before US Thanksgiving Break",11-21-18
Close Update: Stocks Close Mostly Higher But Off Highs as Bigger Earlier Rally Fades,11-21-18
Stocks Surge to Record Highs as Oil Futures Jump on Output Cut Hopes,11-21-16
Amazon Original The Grand Tour Breaks Viewership Records on Prime Video,11-21-16
Amazon aims for success Down Under,11-22-17
Amazon stops blocking U.S website Down Under,11-22-18
The Grand Tour' smashes Amazon streaming record,11-22-16
Market Chatter: Amazon.com Said to Tell Australian Retailers to Prepare for Orders From Thursday,11-22-17
Amazon Announces New Fulfillment Center in Southern Nevada,11-22-16
Amazon Dash Replenishment Adds New Device Makers and Launches New Products,11-22-16
Rachel McAdams Performs Anne of Green Gables for Audible,11-22-16
Amazon plans third Nevada fulfillment center,11-22-16
Cerner +4.9% on word of large Amazon cloud deal coming,11-22-17
Amazon Adds New Device Makers to Dash Button Program; Plans to Open New Fulfillment Center in Nevada,11-22-16
Pilot strike grounds flights at Amazon contractor ABX Air,11-22-16
Bankrate Issues Downbeat Black Friday Outlook; BMO Capital Says Negative Outlook to be Company Specific,11-22-16
"Pilot Strike at Amazon, DHL Shipping Partner Grounds 75 Flights Ahead of Holiday Shopping",11-22-16
Adobe Analytics: Online holiday shopping could reach $107B,11-22-17
Goldman's list of stock longs mattering most to hedge funds,11-22-16
AWS Announces Amazon ML Solutions Lab,11-22-17
"Equities End Mixed in Pre-Holiday Session as Nasdaq Nudges to Record, Dow and S&P Slip",11-22-17
Symantec Selects Amazon Web Services to Deliver Cloud Security to Global Customers,11-22-17
eBay comments on Amazon Australia launch,11-23-17
U.K. headache for Amazon on Black Friday,11-23-18
Market Chatter: Amazon Under Fire for 'Robot' Working Conditions at UK Fulfillment Centers,11-23-18
"Amazon.com Employees Strike Throughout Europe, Protesting 'Inhuman' Conditions",11-23-18
"Amazon: ""Record"" UK Black Friday shopping",11-23-18
It’s Time! Here’s A Sneak Peek at Amazon’s Cyber Monday Deals,11-23-18
It's Time! Here's A Sneak Peek at Amazon Canada's Cyber Monday Deals,11-23-18
Smartphones drive Thanksgiving online shopping,11-23-18
Online shopping up 29% from last year,11-23-18
"InvestorsObserver releases covered-call reports for Disney, Weibo, Teck Resources limited, Dr. Pepper Snapple Group and Amazon.com",11-23-16
Black Friday online sales trending strong,11-23-18
Retail watch: 10 names expected to boost Q4 profit,11-23-15
"S&P 500 Posts 3.8% Weekly Drop in Broad Slide Led by Technology, Energy, Consumer Discretionary",11-23-18
Sector Update: Consumer Staple Stocks Climb; Consumer Discretionary Shares Edge Lower,11-23-18
Market Chatter: Amazon.com May Have Acquired Biba Systems in Bid to Launch Video Conferencing Service,11-23-16
Rough time for hedge fund hotels,11-23-15
"Oppenheimer & Co.bullish on valuations at Facebook, Amazon, Alphabet, Netflix",11-23-16
Vice President Zapolsky David Files To Sell $1.5M of AMZN on 11/15/16,11-23-16
Chief Financial Officer Olsavsky Brian T Files To Sell $1.1M of AMZN on 11/15/16,11-23-16
Vice President Jassy Andrew R Files To Sell $1.7M of AMZN on 11/15/16,11-23-16
Vice President Blackburn Jeffrey M Files To Sell $3.4M of AMZN on 11/15/16,11-23-16
Amazon delivery pilots ordered to end strike,11-24-16
Amazon faces major strike in Italy,11-24-17
Amazon files suit over JEDI cloud contract,11-24-19
Pre-Market Briefing: US Equities Futures Unchanged to Higher in Quiet Holiday Trading,11-24-17
Amazon.com Workers in Germany Strike on Black Friday,11-24-17
"Market Chatter: Amazon.com in Australia Invisible to Most, 'Soft Launch' Underway",11-24-17
Amazon.com Says Its Web Services Unit Becomes Strategic Cloud Servives Provider to Symantec,11-24-17
Amazon’s Cyber Monday Brings Incredible Deals and Convenient Delivery,11-24-17
Amazon.com Reveals Cyber Monday Deals,11-24-17
"Retailers' Thanksgiving Online Sales Revenue Reaches $1.52 Bln, up 17% YoY, Adobe Says",11-24-17
Sector Update: Tech,11-24-17
Online Shopping Posts 17% Jump on US Thanksgiving Holiday,11-24-17
Sector Update: Technology Stocks Mostly Firmer in Pre-Market Trade,11-24-17
"Covered Call Alerts For Alcoa, Amazon.com, Inovio Pharmaceuticals, Isis Pharmaceuticals and Transocean Released By InvestorsObserver",11-24-15
"US Retail Sales Seen Rising 4% in Holiday Season, BMO Capital Says",11-24-17
"Retailers in Focus as Nasdaq, S&P 500 Hit Intraday Records on Black Friday",11-24-17
"US Retailers Braced for Best Shopping Season in 10 Years, Desjardin Says",11-24-17
"Market Chatter: Amazon.com Shares Edge Lower, ZDNet Reports Some Passwords Being Reset",11-24-15
Black Friday: Retailers above and below the sector discounting average,11-24-14
"S&P 500 Ends Above 2,600 as Nasdaq Hits Record Aided by Amazon's Black Friday Rally",11-24-17
Amazon.com Offering its Best Deals of the Year in Celebration of Cyber Monday,11-24-15
"Amazon to Open Fulfillment Center in Fall River, Mass., Creating Hundreds of New Full-Time Jobs",11-24-15
Vice President Blackburn Jeffrey M Files To Sell $3.9M of AMZN on 11/16/15,11-24-15
Affiliated Person Piacentini Diego & Monica Nicoli Liv Tr 6/24/15 Files To Sell $10.9M of AMZN on 11/16/15,11-24-15
Director Monie Alain Files To Sell $564.6K of AMZN on 11/16/15,11-24-15
Director Ryder Thomas O Files To Sell $2.5M of AMZN on 11/16/15,11-24-15
Vice President Zapolsky David Files To Sell $1.5M of AMZN on 11/16/15,11-24-15
Vice President Wilke Jeffrey A Files To Sell $3.8M of AMZN on 11/16/15,11-24-15
Here's the Deal: A Preview of Amazon Canada's Cyber Monday Deals,11-25-19
Amazon to Launch on China's Pinduoduo Until Year-End,11-25-19
Amazon.com Cyber Monday Deals Are Here!,11-25-16
OPTIONS: Option Implied Volatility for Cyber Monday Retailers and Shippers,11-25-16
Amazon Files Formal Protest Against Microsoft's $10 Billion Pentagon Contract Win,11-25-19
"Amazon.com Firm, Temporary Injunction Block's Pilots Strike That Threatened Delayed Packages",11-25-16
Market Chatter: Amazon.com Said In Talks to Acquire Souq.com For $1 Bln,11-25-16
Wal-Mart Stores Sees 70% of Black Friday E-Commerce Come Through Mobile,11-25-16
Stocks to watch next week,11-25-17
Amazon's Black Friday on pace to beat last year,11-25-16
Thanksgiving Day Online Sales Jump 13.6% Vs Yr-Ago to $1.15 Bln,11-25-16
Online Sales Grew 14% on Thanksgiving as Wal-Mart and Target Tout Black Friday Deals,11-25-16
"Market Chatter: Amazon.com Firms Almost 1%, Black Friday Sales On Pace to Surpass Items Sold Last Yr",11-25-16
"Seattle Seahawks Select AWS as Its Cloud, Machine Learning, and Artificial Intelligence Provider",11-25-19
Here’s the Deal: A Sneak Peek at Amazon’s Biggest Cyber Monday Deals Weekend Ever,11-25-19
Stock Futures Buoyed by Upbeat Black Friday Projections,11-25-16
The retail sector heads into Black Friday with a $2 gas tailwind,11-25-15
Sector Update: Major Consumer Stocks Trading Higher Pre-Bell Monday,11-25-19
Ignore Black Friday stories (except this one),11-25-15
Amazon reportedly in discussions to acquire Souq.com,11-25-16
Microsoft escalating emphasis on cloud services in China,11-25-16
Investment firms weigh in on Black Friday standouts,11-25-16
Amazon Unveils Winners of U.S. Small Business Spotlight Awards,11-26-19
Amazon Web Services Announces AWS RoboMaker,11-26-18
Market Chatter: Synchrony Probes Email Error Involving Co-Branded Card With Amazon,11-26-19
Promising start to holiday sales season,11-26-17
Fire sale on Fire Phone,11-26-14
AWS reInvent on tap this week,11-26-18
Mobileye Selects AWS as Its Preferred Public Cloud Provider,11-26-18
Ellie Mae Goes All-In on AWS,11-26-18
Airbnb names Amazon's Stephenson its new chief financial officer,11-26-18
Alexa gains medication management skills,11-26-19
WPP Will Combine Wunderman Segment With J. Walter Thompson to Create New Agency,11-26-18
"--Analyst Actions: Pivotal Slashes Amazon.com's PT to $2,100 From $2,500 on More Conservative Multiples; Buy Rating Reiterated",11-26-19
"Analyst Actions: China Renaissance Starts Amazon.com With Hold Rating, $1,850 Price Target",11-26-19
Ellie Mae moves infrastructure to Amazon Web Services,11-26-18
"Cyber Monday E-Commerce Sales Up 18% After Thanksgiving Weekend Surge, Adobe Says",11-26-18
Goldman's fortuitous coincidence in Queens deal,11-26-18
"Pivotal Research Raises US Advertising Growth Outlook For 2018, 2019 Amid Positive Economic Trends",11-26-18
Amazon reportedly looking to buy Indian retailer Jabong,11-26-14
Amazon target lowered on 'stubbornly high' consensus,11-26-19
Amazon.com Reportedly Adds Medication Management Skill to Alexa,11-26-19
Market Chatter: Amazon.com Storage Center in New York Staten Island Accused of Running Relatively High Injury Rates,11-26-19
Cyber Monday expected to set a record,11-26-18
Amazon.com Targeted by Musicians' Group; Artists Urged to Remove Music Based on ICE Ties,11-26-19
"Equities Rally With Dow Halting Four-Day Slide as Retailers, Financials Get Shopping Boost",11-26-18
Close Update: Wall Street Rallies as Cyber Monday Breaks Records,11-26-18
AWS Announces New Amazon EC2 Instances and Networking Enhancements,11-27-18
AWS Announces Four New Capabilities That Make It Easier to Build IoT Applications and Act on Data at the Edge,11-27-18
ProSiebenSat.1 Using AWS to Transform the Future of Media in Europe,11-27-19
AWS Announces Amazon Sumerian,11-27-17
"Online Retail Sales on Thanksgiving, Black Friday Total $7.9 Bln, Adobe Analytics Says",11-27-17
Pre-Market Briefing: US Equities Futures Higher; Cyber Monday Sales Seen Hitting Record,11-27-17
Market Chatter: Wal-Mart Stores Said Closing in on Amazon in Online Price War,11-27-17
Wal-Mart closing in on Amazon?,11-27-17
Amazon Announces Record-Breaking Holiday Shopping Weekend: Cyber Monday Once Again Becomes the Single Biggest Shopping Day in the Company’s History with the Most Products Ordered Worldwide,11-27-18
"“Alexa, Donate to Toys for Tots”",11-27-18
Amazon Breaks Five-Day Holiday Shopping Record,11-27-18
OPTIONS: Option Implied Volatility for Cyber Monday Retailers and Shippers,11-27-15
"Amazon announces VR developer tools, video provider services",11-27-17
"Recent Analysis Shows Amazon, Oracle, Whiting Petroleum, Mondelez International, Synergy Resources, and Celsion Market Influences — Renewed Outlook, Key Drivers of Growth",11-27-17
Amazon pushes hard in online ads,11-27-18
Amazon.com Up Almost 1% After ChannelAdvisor Reports Strong E-Sales for Thanksgiving,11-27-15
Amazon updates on Black Friday/Cyber Monday sales,11-27-18
Amgen Selects AWS for the Vast Majority of Its Cloud Infrastructure,11-27-18
Korean Air Goes All-In on AWS,11-27-18
Intuit Selects AWS for Machine Learning and Artificial Intelligence,11-27-17
Blowout Cyber Monday numbers expected,11-27-17
"Thinking about trading options or stock in Amazon.com, Best Buy, Blackstone Group, Comcast, or TJX Companies?",11-27-19
"Thinking about buying Amazon.com, Nordstrom, Macy's Incorporated, Micron or Walmart Stores?",11-27-17
"Cyber Monday Sales Jump 19% Year-on-Year to Record $7.9 Billion, Following Strong Black Friday, Adobe Says",11-27-18
Strong early read on holiday sales,11-27-19
"Cyber Monday Sales Rise 16.9% to $840 Mln as of 10 am ET, Adobe Analytics Says",11-27-17
"US Desktop Retail E-Commerce Spending on Thanksgiving, Black Friday Rises 21%, comScore Says",11-27-17
"Cyber Monday's Sales Up 17% With Amazon, Walmart Pushing Deals",11-27-17
Intuit selects AWS for machine learning and AI platform,11-27-17
Online Holiday Spending Already at $50.1 Billion for 15.8% Increase; Cyber Monday Expected to Breach $9 Billion in E-Commerce Sales - Adobe Analytics,11-27-19
AWS using more efficient ARM server chips,11-27-18
Midday Update: Wall Street Retreats Off Record Highs as Geopolitical Risk Compromises Cyber Monday Gains,11-27-17
Amazon.com Rises To Record High After Its AWS Unit Wins Contract From Intuit for Machine Learning,11-27-17
Amazon's delivery operations have safety issues - NBC News,11-27-19
Sector Update: Consumer Stocks Advance in Tuesday Trading,11-27-18
Amazon and eBay linked to mercury report,11-27-19
Amazon Web Services Announces AWS Ground Station,11-27-18
Amazon Web Services and Lockheed Martin Team to Make Downlinking Satellite Data Easier and Less Expensive,11-27-18
"Amazon, eBay Found to Sell Illegal Skin Lightening Creams Containing High Mercury Levels",11-27-19
THR: YouTube pulling back from scripted content spending,11-27-18
Amazon Challenges Intel with Own Server Processors for Cloud Computing Business,11-27-18
AWS launches cloud service for satellite data,11-27-18
Amazon selling patient data software,11-27-18
"Stocks End Higher on Better-Than-Expected Economic Data, Trade Optimism",11-27-19
"Market Chatter: Amazon.com to Sell Software to Read, Analyze Patient Data",11-27-18
"Thanksgiving online shopping +18.6%, led by Amazon",11-27-14
MTNewswires After-Hours News Movers,11-27-18
"Amazon to double holiday hires to 200,000",11-27-19
WeWork trial of Amazon Alexa for Business comes to halt,11-27-18
AWS Announces Leading Ocean Shipping Carrier Matson Goes All-In on the AWS Cloud,11-28-16
"Cyber Monday Sales Reach $4.56 Bln as of 8 pm ET, up 16.8%, Adobe Analytics Says",11-28-17
AWS pours cash into custom silicon,11-28-19
Verizon Communications Reports Black Friday eCommerce Traffic Up 9% YOY,11-28-16
"Matson Moves Critical Shipping, Logistics Businesses to Amazon Web Services",11-28-16
Amazon launches marketplace for service providers,11-28-14
Tyco Retail-ShopperTrak Reports Flat Thanksgiving-Black Friday Shopper Visits,11-28-16
Piper Jaffray keeps up bullish vibe on Amazon,11-28-14
VMware and AWS Expand Capabilities and Availability of VMware Cloud on AWS,11-28-17
Repeat: IBM Predicts Double Digit Growth Over 2015 For Cyber Monday,11-28-16
Repeat: Criteo Unit Says Black Friday Purchasers Jumped 15.2% Vs Yr-Ago Across Major Retail Sites,11-28-16
Repeat: Adobe Systems Data Shows Record Black Friday Sales,11-28-16
Cyber Monday in Sight for Online Retailers After Black Friday's Shopping Surge,11-28-16
"Holiday Season Spending Spreads to Earlier in the Week, Rakuten Marketing Says",11-28-16
Amazon Web Services announces VMware Cloud expansion,11-28-17
Santander’s Openbank Goes All-In on AWS,11-28-18
Guardian Life Insurance Selects AWS as Its Preferred Cloud Provider,11-28-18
Turner Selects AWS as Its Preferred Cloud Provider,11-28-17
Record Holiday Shopping Weekend for Amazon Devices—Millions of Alexa Devices Sold,11-28-17
"Amazon roundup: Goldman price target increase, new AWS client, holiday sales",11-28-17
Jefferies: AWS headed for $71B in revenue,11-28-18
"Stocks Slide in Early US Trading as Retailers, Financials Weigh",11-28-16
Amazon.com Sells Record Number of Own Devices Over Holiday Wekend,11-28-17
"Update: Cyber Monday Sales Rise to New High, Adobe Says",11-28-17
VMware Shares Nudge up to Record; Expands Its Cloud Availability on Amazon's AWS,11-28-17
Amazon moving off Oracle databases,11-28-18
"Thanksgiving Day Mobile Shopping Accounted For Nearly 70% of Traffic, ChannelAdvisor Says",11-28-16
"Market Chatter: Alphabet Up Almost 2% - To Merge Sales Teams for Google Apps and Cloud Hosting Services to Cut Costs, Close Deals Faster",11-28-16
Amazon.com Says Time Warner's Turner Selects Amazon Web Services as Preferred Cloud Provider,11-28-17
Amazon Music and Legendary Rock Band U2 Redefine Broadcast Listening With Launch of The U2 Experience,11-28-17
"Amazon, eBay higher following Thanksgiving sales data",11-28-14
Market Chatter: Amazon.com Said to Set Fighting Fake Imitations as 'Major Goal' For 2017,11-28-16
"Black Friday Sales Underwhelm Amid Lower Spending, Online Checkout Totals, Analysts Say",11-28-16
Amazon Web Services Announces Eight New Storage Services and Capabilities,11-28-18
AWS Announces Amazon Quantum Ledger Database (QLDB) and Amazon Managed Blockchain,11-28-18
Amazon Web Services Announces AWS Outposts,11-28-18
"Amazon Web Services Announces Three Services to Build and Deploy Faster, Manage Data Easier",11-28-18
Amazon Web Services Announces Series of New Database Capabilities,11-28-18
"Amazon Web Services Announces 13 New Machine Learning Services and Capabilities, Including a Custom Chip for Machine Learning Inference, and a 1/18 Scale Autonomous Race Car for Developers",11-28-18
Analyst Actions: Goldman Sachs Boosts Price Target for Amazon.com to $1450; Buy Rating Maintianed,11-28-17
"Amazon reportedly building counterfeit-prevention teams, brand registry",11-28-16
AWS announces its A.I. chip,11-28-18
AWS Announces AWS PrivateLink,11-28-17
