Headline,Date
"Stock Indexes Decline, Led Lower by Tech Shares, as Twitter, Facebook Executives Testify Before Congress",09-05-2018
BofA reiterates Facebook Buy on Instagram shopping promise,09-05-2018
Twitter -5% as Dorsey testifies to Senate panel,09-05-2018
Facebook sues BlackBerry over mobile patents including messaging,09-05-2018
Germany denies backing down on tech giant taxes,09-05-2018
World Wrestling Entertainment Partners With Facebook for Live Streaming of Mixed Match Challenge Season 2,09-05-2018
Big tech to testify before Senate,09-05-2018
SHAREHOLDER ALERT: GLNCY GLCNF UNM ANW REVG FIZZ FB HMNY GDS: The Law Offices of Vincent Wong Reminds Investors of Important Class Action Deadlines,08-05-2018
Variety: Facebook in talks for Ronaldo reality series,07-05-2018
Market Chatter: Digital Realty Trust in Talks to Acquire Brazilian Data Center Operator Ascenty,07-05-2018
"Should you buy stock in Apple, Barnes & Noble, Facebook, Fiat Chrysler Auto or Netflix?",07-05-2018
Analyst Actions: BTIG Research Reiterates Facebook Buy Rating and $275 PT,07-05-2018
"Facebook bull lauds Instagram TV, boosts price target",07-05-2018
WSJ: Instagram readying long-form user video posting,06-05-2018
OTR Global reverts to positive on Facebook,06-05-2018
Messy Facebook/WhatsApp split shows revenue strategy clash,06-05-2018
Apple's upcoming privacy changes target Facebook,06-05-2018
"Germany's Continental Bans WhatsApp & Snapchat From Internal Global Network, Citing Data Protection Issues",06-05-2018
Adyen Eyes Valuation of Up to $8.31 Bln in Initial Public Offering,06-05-2018
"Washington State Sues Google, Facebook for Violating Campain Finance Law",06-05-2018
Washington state sues over election ads,06-05-2018
Markets Extend Relief Rally Into Third Day as Trade Talk Cools Ahead of US Jobs Report,04-05-2018
"EQUITY ALERT: Levi & Korsinsky, LLP Reminds Shareholders of Facebook, Inc. of Commencement of a Class Action Lawsuit and a Lead Plaintiff Deadline of May 21, 2018",04-05-2018
Close Update: Wall Street Climbs for Third Straight Day as Trade Fears Ease Ahead of Jobs Report,04-05-2018
Sector Update: Tech Shares Firm Late Thursday,04-05-2018
Market Chatter: Facebook COO Sandberg Admits 'Few' Advertisers Paused Spending in Aftermath of Data Scandal,04-05-2018
Facebook Placed Under Investigation by Australian Privacy Regulator,04-05-2018
Facebook's Sandberg: 'A few' advertisers pausing spending,04-05-2018
Sector Update: Moderate Gains for Tech Sector Thursday,04-05-2018
Market Chatter: Facebook in Relief Rally as CEO Zuckerberg & Deutsche Bank Soothe Investors' Raw Nerves,04-05-2018
Mid-Day Update: Tech Stocks Buoy Wall Street as Trade Fears Recede,04-05-2018
Australia probes Facebook; Zuckerberg to appear at joint Senate hearing,04-05-2018
"Facebook +3.6%; worst is over, says Deutsche Bank",04-05-2018
Wall Street Sees Upbeat Session as Trade War Concerns Ease,04-05-2018
EU eyes revenue tax on tech giants,03-05-2018
"Market Chatter: Facebook to Build Big British HQ in London, Sunday Times Says",02-05-2018
"Market Chatter: Facebook May Expand its TV-Like Service 'Watch' Into Rival to Google Youtube, CNBC Says",02-05-2018
Report: Facebook near deal for new London headquarters,02-05-2018
"FB, Q4, Operating Metrics Released",02-05-2018
Tech giants prep for legal fight against FCC's rule repeal,01-05-2018
EU to rule on allowing class action against Facebook,01-05-2018
S&P 500 Expected by Goldman Sachs to Climb 7% in 2018; Firm Sees 2018 Total Return at 9%,01-05-2018
"Millennial Holiday Shoppers Set to Spend More as Brands Eye New 'Retail Concepts', Canaccord Says",12-04-2018
The Global Movies and Entertainment Market Grows With New Marketing Techniques,12-04-2018
Variety: Facebook plans move into location-based VR,10-04-2018
Wells Fargo sees optimism for AT&T ad business,10-04-2018
Facebook Faces $1.63 Bln Fine As Irish Regulator Investigates Data Breach,10-04-2018
Facebook may face $1.6B fine over data breach,10-04-2018
Report: Instagram building stand-alone shopping app,09-04-2018
Market Chatter: Amazon Ramping up Online Advertising,09-04-2018
Twitter's Dorsey Says No Political Ideology Used in Decision Making After Trump Criticism,09-04-2018
Facebook Downgraded at Moffett Nathanson to Neutral From Buy; Price Target Maintained at $105,09-04-2018
Amazon's deeper push into the $88B online ad market,09-04-2018
"Stock Indexes Lower Early Tuesday on Trade Concerns With Canada, China Weigh on Sentiment",09-04-2018
"Thinking about buying stock in Facebook, Netflix, Nike, NVIDIA or Verizon Communications?",09-04-2018
Wall Street Struggles With Trade and Emerging Markets,09-04-2018
MTNewswires' Opening Bell Momentum Stocks: FB,09-04-2018
MoffettNathanson steps to Facebook sidelines on revenue deceleration,09-04-2018
"FB NOTICE ALERT: Rosen Law Firm Reminds Facebook, Inc. Investors of Important Deadline – FB",08-04-2018
MT Newswires After-Hours News Movers,06-04-2018
Senate panel to ask Facebook new questions after latest data report,06-04-2018
Facebook Responds to Criticism from The New York Times on Privacy Protections of Device-Integrated APIs,06-04-2018
Mid-Day Update: Wall Street Propped Up By Jobs Report,06-04-2018
Invesco QQQ Trust ETF (QQQ) May Summary,06-04-2018
"Thinking about buying stock in Advanced Micro Devices, Facebook, Netlist, Office Depot or Petrobras?",06-04-2018
"Facebook Reportedly Shared User Data With Device Makers, NYT Claims",06-04-2018
Data sharing deals plague Facebook,06-04-2018
"FACEBOOK SHAREHOLDER ALERT BY FORMER LOUISIANA ATTORNEY GENERAL: KAHN SWICK & FOTI, LLC REMINDS INVESTORS WITH LOSSES IN EXCESS OF $100,000 of Lead Plaintiff Deadline in Class Action Lawsuit Against Facebook, Inc. - FB",05-04-2018
Close Update: Stocks Rally Back From Labor Market Report,05-04-2018
MT Newswires After-Hours News Movers,04-04-2018
Facebook Adds 3% As CEO Moves to Ally Investor Fears on Conference Call,04-04-2018
After Hours Gainers / Losers (04/04/2018),04-04-2018
Facebook's Zuckerberg faces reporters' questions; shares +3.2%,04-04-2018
"Bragar Eagel & Squire, P.C. Reminds Investors That a Class Action Lawsuit Has Been Filed Against Facebook, Inc. (FB) and Encourages Investors to Contact the Firm",04-04-2018
Equities Recoup Losses With Dow Up More Than 200 Points,04-04-2018
"Cambridge Analytica: We received just 30M Facebook records, deleted raw data",04-04-2018
Sector Update: Tech Stocks Rocket Higher in Late Trade,04-04-2018
"Analyst Actions: Deutsche Bank Cuts Facebook Price Target to $200, Keeps Buy - Stock 1.5% Lower",04-04-2018
"Analyst Actions: Morgan Stanley Cuts Facebook Price Target to $200, Keeps Overweight - Stock Down 1.5%",04-04-2018
Facebook Says Up to 87 Million People May Have Been Affected in Data Breach,04-04-2018
Facebook: Up to 87M affected by improper data sharing,04-04-2018
Facebook Raises Number Of Users Affected by Cambridge Analytica Breach to 87 Mln,04-04-2018
"Acxiom CEO Says Company Has ""Seen Some Signs"" Facebook May Reconsider Data Imports Decision",04-04-2018
"The Klein Law Firm Announces Commencement of a Class Action Filed on Behalf of Facebook, Inc. Shareholders and a Lead Plaintiff Deadline of May 21, 2018",04-04-2018
Sector Update: Slim Decline for Tech Stocks Wednesday,04-04-2018
Facebook's Zuckerberg to testify to House commerce panel in a week,04-04-2018
Sector Update: Technology Stocks Lower in Pre-Market Trading; Apple Reportedly Hires Away Google's Artificial Intelligence Chief,04-04-2018
"Facebook's Zuckerberg to Testify Before House Energy, Commerce Committee on April 11",04-04-2018
Reuters: Zuckerberg doesn't commit to extending full EU privacy laws,04-04-2018
Morgan Stanley cuts Facebook target to 28% upside,04-04-2018
Market Chatter: Facebook Won't Extend All of Europe's New Privacy Rules to Rest of World,04-04-2018
"This Friends Day, Show Your Bestie How Much You Care",02-04-2018
Zuckerberg's 2018 personal challenge involves FB fixes and cryptocurrency,01-04-2018
"FT: France, Germany plan digital tax compromise",12-03-2018
Reliance team-up paying off in India for Facebook via 'WhatsApp phones',12-03-2018
"In test for GDPR, Ireland opens probe into Facebook security issue",10-03-2018
Facebook's Instagram Mobile App and Website Back up After Global Outage,10-03-2018
Analyst Actions: Argus Reiterates Facebook Buy Rating; Cuts Price Target to $210 From $237,10-03-2018
Instagram back up after global outage,10-03-2018
"FACEBOOK SHAREHOLDER ALERT BY FORMER LOUISIANA ATTORNEY GENERAL: KAHN SWICK & FOTI, LLC REMINDS INVESTORS WITH LOSSES IN EXCESS OF $100,000 of Lead Plaintiff Deadline in Class Action Lawsuit Against Facebook, Inc. - FB",08-03-2018
Report: Facebook testing dating feature internally,08-03-2018
SHAREHOLDER ALERT: HAIR TAL UNM ANW QCOM REVG FIZZ FB TTPH: The Law Offices of Vincent Wong Reminds Investors of Important Class Action Deadlines,08-03-2018
"S&P 500 Movers: Albemarle Jumps 4%, Leads Gainers; Interpublic Group of Companies Slips 3%",07-03-2018
"US Equities Mostly Higher as Oil Surges, Tech Losses Constrain Nasdaq",07-03-2018
"Market Chatter: Federal Agencies, SEC Join Investigation into Facebook's Role in Sharing Data With Cambridge Analytica",07-03-2018
Instagram quietly debuts native payments,05-03-2018
Integrating Artificial Intelligence (AI) With Social Media Generating Lucrative Market Opportunities,05-03-2018
"SHAREHOLDER ALERT: Pomerantz Law Firm Reminds Shareholders with Losses on their Investment in Facebook, Inc. of Class Action Lawsuit and Upcoming Deadline – FB",05-03-2018
Deutsche Bank trims Facebook price target on ad-targeting changes,04-03-2018
Reuters: Facebook won't apply strict EU data approach to rest of world,04-03-2018
"The Klein Law Firm Announces a Class Action Filed on Behalf of Facebook, Inc. Shareholders and a Lead Plaintiff Deadline of May 21, 2018",04-03-2018
"Analyst Actions: Bofa Adds Nvidia to US1 Top Ideas List, Removes Facebook from List - Nvidia Up 1.5%",04-03-2018
Facebook pulled from BofA US 1 list; shares -2%,04-03-2018
Traditional ad industry facing no shortage of Internet threats,11-02-2018
"Financialbuzz.com: 'Buzz On the Street' Video Recap of Earnings Week Ending Nov. 2nd, 2018",11-02-2018
"Report: Developing Opportunities within Markel, Blackbaud, American Financial Group, Public Storage, Facebook, and Allison Transmission — Future Expectations, Projections Moving into 2018",11-02-2018
"Facebook Slips; Deutsche Bank Analyst Turns Cautious on Advertisers' Feedback, Sees Risk to Q3/Q4/2019 Ests",10-02-2018
Market Chatter: Facebook Warns Early Business Customers Hackers May Have Accessed Internal Data,10-02-2018
Facebook Rolls Out New Tools Against Online Bullying and Harassment,10-02-2018
"Facebook adds new video features, anti-bullying tools",10-02-2018
"InvestorsObserver releases option trade reports for Apple, Facebook, Fortive, Gerdau and S&P 500 Financials Sector SPDR",10-02-2018
Deutsche Bank sees heightened risks for Facebook into 2019,10-02-2018
SHAREHOLDER ALERT: GLNCY FB HMNY GDS NLSN LOGM AMPE NVRO LCI CBS: The Law Offices of Vincent Wong Reminds Investors of Important Class Action Deadlines,09-02-2018
"FB LOSS NOTICE ALERT: Rosen Law Firm Reminds Facebook, Inc. Investors of Important Deadline – FB",09-02-2018
Upcoming index shakeup has broad implications - Barron's,09-02-2018
Upcoming index shakeup has broad market implications - Barron's,09-02-2018
"The Klein Law Firm Reminds Investors of Class Actions on Behalf of Shareholders of GLNCY, GLCNF, UNM and FB",08-02-2018
Facebook investing $4.5M in news industry support programs,08-02-2018
SHAREHOLDER ALERT: MD ANW QCOM FIZZ NWL GOGO ACAD FB: The Law Offices of Vincent Wong Reminds Investors of Important Class Action Deadlines,08-02-2018
Facebook security chief exiting for Stanford job,08-02-2018
Facebook's Chief Security Officer Departs,08-02-2018
Report: Feds expand data probe into Facebook; shares -1.4%,07-02-2018
Facebook to Announce Second Quarter 2018 Results,07-02-2018
"Market Chatter: Facebook to Acquire Bloomsbury AI for $23 Mln to $30 Mln, to Help Fight Fake News",07-02-2018
Wells Fargo boosts Facebook on Instagram monetization,07-02-2018
--Analyst Actions: Wells Fargo Reiterates Facebook Outperform Rating; Lifts PT to $250 From $230,07-02-2018
TechCrunch: Facebook will acquire natural language tech startup,07-02-2018
"Analyst Actions: Match Group Sheds More Than 6% After Jefferies Downgrade to Hold, PT Cut to $40",05-02-2018
Facebook day 2 keynote starting,05-02-2018
PowerShares QQQ Trust ETF (QQQ) April Summary,05-02-2018
Oppenheimer: FB dating entry likely to create lasting pressure for Match,05-02-2018
Close Update: Wall Street Unravels on Fears of US/China Trade War; Nasdaq Enters Correction Territory,04-02-2018
Facebook to Announce First Quarter 2018 Results,04-02-2018
Midday Update: Wall Street Carnage Triggered by Chinese Trade Tariffs; S&P 500 Breaches Key Support,04-02-2018
"FB INVESTOR ALERT: The Law Offices of Vincent Wong Notifies Investors of a Class Action Involving Facebook, Inc. and a Lead Plaintiff Deadline of May 21, 2018",04-02-2018
Wall Street Roiled By Chinese Trade Tariff Concerns,04-02-2018
"Zuckerberg on Tim Cook's ""extremely glib"" criticism",04-02-2018
MT Newswires' Opening Bell Momentum Stocks: FB,04-02-2018
"Pivotal Research lowers its Facebook, Alphabet targets",04-02-2018
"Analyst Actions: Facebook's Price Target From Pivotal Cut to $138 From $152, Sell Rating Reiterated",04-02-2018
"Close Update: Wall Street Bounces Back As Trade War Hysteria Wanes, Short-Covering Accelerates",03-02-2018
Lions Gate producing Kardashian prank show for Facebook,03-02-2018
"Russians used social media to disrupt U.S. energy industry, report says",03-02-2018
OPTIONS: Large Cap Tech Stocks Option Implied Volatility,02-02-2018
Facebook to Announce Fourth Quarter and Full Year 2017 Results,01-02-2018
Weight Watchers International Climbs 6% After DJ Khaled Named Brand Ambassador for 2018,01-02-2018
Facebook to Announce Third Quarter 2018 Results,10-01-2018
Facebook's Instagram Founders Name Mosseri as Replacement,10-01-2018
Facebook's Instagram Product Vice President Mosseri Named New Head of Division,10-01-2018
Instagram officially puts Mosseri in charge,10-01-2018
"Thinking about buying stock in Apple, Facebook, Goldman Sachs, Pfizer or Tesla?",10-01-2018
Market Chatter: Data Breach Could Force Facebook to Face $1.63 Bln Fine in Europe,10-01-2018
"CLASS ACTION UPDATE for UNM, ORA and FB: Levi & Korsinsky, LLP Reminds Investors of Class Actions on Behalf of Shareholders",08-01-2018
Zendesk Touches Record High After Announcing Integration With Facebook's What'sApp,08-01-2018
WhatsApp starts plan to charge business customers,08-01-2018
SHAREHOLDER ALERT: MD ANW DB QCOM PCG ACAD RMTI FB: The Law Offices of Vincent Wong Reminds Investors of Important Class Action Deadlines,08-01-2018
"SHAREHOLDER ALERT - Bronstein, Gewirtz & Grossman, LLC Notifies Investors of Class Action Against Facebook, Inc. (FB) and Lead Plaintiff Deadline – September 25, 2018",08-01-2018
Facebook sends Congress user data documents,07-01-2018
"Facebook Removes Trending From News Feed While Teens Shift to YouTube, Instagram, Snapchat",06-01-2018
Apple looks to ad growth with new app network,06-01-2018
Facebook pulls 'Trending' to try new approaches to news,06-01-2018
"Facebook, Twitter up on bullish MKM Partners note",06-01-2018
Market Chatter: Facebook Close to Unveiling News Shows on Its Watch Video Platform,06-01-2018
Facebook deals for video platform 'Watch',06-01-2018
"Sharp replies from Match, IAC on Facebook's dating play",05-01-2018
"Equities Pare Losses in US as S&P 500, Nasdaq Turn Positive on Tech Gains",05-01-2018
"Analyst Actions: Wedbush Adds Facebook to Best Idea List, Price Target $275",05-01-2018
CNBC: Facebook may launch smart speakers outside U.S. first,05-01-2018
Match Group Shares Plunge After Facebook Announces New Dating App,05-01-2018
"Facebook to Offer User Data Tracking Function, Dating Profiles as Developers Meet",05-01-2018
Facebook's F8 developer conference 2018: Live updates,05-01-2018
Facebook to allow users view into Internet-wide tracking,05-01-2018
Facebook a 'Best Idea' at Wedbush,05-01-2018
"FB SHAREHOLDER ALERT: The Law Offices of Vincent Wong Notifies Investors of Commencement of a Class Action Involving Facebook, Inc. and a Lead Plaintiff Deadline of May 21, 2018",04-01-2018
Facebook to crack down on non-consensual email targeting,04-01-2018
"Amid complaints, Facebook ends test that split news feed",03-01-2018
"Commission says Facebook, Google should remove terror content within an hour",03-01-2018
WPP Vows to Press Ahead With Business Realignment After Subdued Full Year Results,03-01-2018
Close Update: Rising Treasury Yields Trigger Panic Selling,02-01-2018
"Analyst Actions: BMO Ups Facebook Price Target to $175, Keeps Market Perform - Stock Up 3.5%",02-01-2018
"Analyst Actions: Oppenheimer Ups Facebook Price Target to $225, Keeps Outperform - Stock Up 3%",02-01-2018
Stock Move: Facebook's Q4 Earnings and Sales Up Sharply Over Year-Ago Levels - Shares Hit Record High,02-01-2018
"Analyst Actions: Canaccord Genuity Raises Facebook PT to $240 vs $230, Reiterates Buy Rating; Shares Hit Record",02-01-2018
"Analyst Actions: Wedbush Raises Facebook PT to $260 vs $230, Reiterates Outperform Rating",02-01-2018
Equities Mixed in US After FOMC as Tech Gains Keep Nasdaq Afloat,02-01-2018
"Thinking about buying or selling Alibaba, eBay, Facebook, PayPal Holdings Inc. and Tesla Motors?",02-01-2018
Stock Futures Unravel as Rising Bond/Bund Yields Spook Investors,02-01-2018
United American Corp Files Patent Infringement Suit against Facebook Inc. in the Federal Court of Canada,02-01-2018
"Analyst Actions: RBC Raises Facebook PT to $250 from $230, Maintains Outperform Rating",02-01-2018
"Futures Give Up Overnight Gains as FOMC Statement, Q4 Earnings Weigh",02-01-2018
"Facebook turns around during conference call, up almost 1% premarket",02-01-2018
"Analyst Actions: Facebook Price Target From Pivotal Boosted to $152 From $147, Sell Rating Reiterated",02-01-2018
Big results expected from 'Big Tech',02-01-2018
"Facebook to Book Taxes Locally, Instead of Irish Scheme",12-12-2017
Facebook to Implement Selling Structure to Support Sales to Local Advertisers,12-12-2017
"Facebook Ad Issues Expected by Pivotal to 'Eventually Have Negative Effects,' But Firm Sees Thriving Continuing",10-12-2017
"Technical Research on Internet Equities -- Facebook, Groupon, Wix.com, and Fang",10-12-2017
Market Chatter: Facebook to Overhaul How it Handles Political Ads Ahead of 2018 US Election,10-12-2017
Facebook Says Virtual Realty Mobile Headset Oculus Go to be Launched Early 2018,10-12-2017
Pre-Market Briefing: US Equities Futures Edge Lower; Banks Kick Off Earnings Season,10-12-2017
MT Newswires After-Hours News Movers,09-12-2017
Market Chatter: Facebook To Pay Millions for Reality Show on NFL Player Marshawn Lynch,09-12-2017
Report: Facebook paying millions for Lynch reality show,09-12-2017
Market Chatter: Facebook Brings VR Live Streams to Oculus Rift,07-12-2017
Market Chatter: Zillow Group Drops 4% After Amazon Said to be Preparing to offer Real-Estate Services,07-12-2017
Facebook brings VR live streams to Oculus Rift,07-12-2017
"Ad CEO says Facebook ""successfully countering"" Snap",07-12-2017
Papa John's International's First National Pizza Brand to Launch Facebook Instant Ordering,07-12-2017
"InvestorsObserver releases covered-call reports for Apple, Facebook, Snap Inc., Square Incorporated and Ulta Salon Cosmetics & Fragrance Inc.",07-12-2017
Facebook Launches Messenger Advertising Worldwide; Stock Modestly Higher Pre-Bell,07-12-2017
Pre-Market Briefing: US Equities Futures Near Unchanged as Yellen Testimony in Focus,07-12-2017
Report: Facebook resurrecting canceled MTV show for video tab,06-12-2017
Nasdaq Composite closes down as tech pullback continues,06-12-2017
WSJ: Facebook building news-subscription feature,06-12-2017
"Facebook rolls out new ""value-based"" ad tools",06-12-2017
Weekend can't stop tech selloff,06-12-2017
"OPTIONS: Option Implied Volatility for FANG Facebook, Apple, Netflix, Facebook",06-12-2017
"Pre-Market Briefing: US Equities Futures Eye Weaker Open, Tech Pulls Nasdaq Sharply Lower",06-12-2017
Amazon.com Touches New Record High; Billionaire Investor Cuban Discloses Company as Biggest Holding,05-12-2017
Join Facebook in Celebrating Moms Around the World,05-12-2017
Market Chatter: Facebook's Messenger Reaches 1.2 Billion Monthly User Mark,04-12-2017
Facebook Messenger matches WhatsApp with 1.2B MAU,04-12-2017
Chief Operating Officer Sandberg Sheryl Files To Sell $13.0M of FB on 1/5/17,01-12-2017
Vice President Schroepfer Michael Todd Exer. Acquires $122.8K of FB on 1/10/17,01-12-2017
"--Analyst Actions: Facebook's PT From Pivotal Research Cut to $147 From $175, Buy Rating Maintained",01-12-2017
"Pivotal Research Downgrades Internet/Advertising Stocks Including Adobe, CBS, Disney Ahead of Q4 Results",01-12-2017
Google reclaims top-referrer spot from Facebook,12-11-2017
"Facebook And Instagram Down In Certain Regions, Cause Being Investigated",10-11-2017
Facebook announces $199 all-in-one VR headset,10-11-2017
Analyst Actions: Credit Suisse Raises Price Target for Facebook to $235; Maintains Outperform Rating,10-11-2017
Credit Suisse raises Facebook price target to new Street high,10-11-2017
"UK to Crack Down on Cyber-Bullying, Trolling, Making Social Media Firms Report on, Address Abusive Content",10-11-2017
Pre-Market Briefing: US Equities Futures Edge Lower; Fed Meeting Minutes on Tap,10-11-2017
Facebook Fined 1.2 Mln Euros By Spain's Regulators,09-11-2017
Spain fines Facebook €1.2M for data usage,09-11-2017
Snap -1.4% as Deutsche Bank downgrades on dimming ad interest,09-11-2017
"EU's New Data Rules Expected by Pivotal Research to Be Slightly Negative for Facebook, Alphabet, Snap, Twitter",09-11-2017
Facebook linked to photo-sharing app released in China,08-11-2017
Market Chatter: Facebook Acquires Fayteq To Enhance Augmented Reality Efforts,08-11-2017
Facebook acquires German video-editing start-up,08-11-2017
Facebook rolls out Messenger ads globally,07-11-2017
US Large-Cap Internet Stocks' Upside/Downside Risk 'Somewhat Evenly Weighted' Ahead of Q2 Reports -RBC,07-11-2017
"Snap Shares Likely to Recover But Formidable Headwinds Persist Due to Facebook, Canaccord Genuity Says",05-11-2017
eSports and Sports Media Rising Popularity Combine for Strong Industry Growth,05-11-2017
"Instragram Launches ""Direct"" to Compete With Snapchat",04-11-2017
Instagram aims at Snapchat with new 'Direct' features,04-11-2017
Yahoo facing remedial action as Europe's breach probe wraps,04-11-2017
Facebook Starts Journalism Project to Forge Closer News Links,01-11-2017
Facebook Says Will Establish Stronger Ties to News Industry in Wake of Fake News Allegations,01-11-2017
Facebook creates Journalism Project,01-11-2017
"Instagram Stories to get full-screen ads, business insight tools",01-11-2017
Augmented Reality Moves into the Mainstream Arena,01-11-2017
Stock Move: News Corp Touches 31-Month High After Q1 Results Beat Analyst Estimates,11-10-2017
Facebook targets Yelp with revamped Facebook Local,11-10-2017
Market Chatter: Facebook to Train US Small Businesses on Advertising,11-10-2017
Market Chatter: Facebook and Google's Role in News Dissemination Being Evaluated by UK Government,10-10-2017
Britain considers regulating Facebook and Google as news publishers,10-10-2017
"Should you invest in Facebook, Helios and Matheson Analytics Inc, Nokia Corporation, NVIDIA, or Pfizer?",10-10-2017
"Zuckerberg called ""heartless billionaire"" for Puerto Rico VR live-stream",10-10-2017
Pre-Market Briefing: US Equities Futures Point Lower Again on Continued North Korea Tension,08-10-2017
Facebook Introduces Video Platform Watch,08-10-2017
Will Facebook shares rally 45% by 2018?,07-10-2017
Newspaper Groups Join Forces to Deal with Facebook and Google,07-10-2017
Facebook drops Oculus Rift prices for limited time,07-10-2017
Facebook Lowers Price of Oculus Rift Again,07-10-2017
Network-1 Technologies Sues Facebook for Patent Infringement,05-10-2017
U.S. teen trends to watch,04-10-2017
Facebook Says Has 5 Mln Active Advertisers,04-10-2017
Facebook crests 5 million active advertisers,04-10-2017
Facebook moves into Major League Soccer streaming,03-10-2017
MLS & Univision to Live Stream 2017 Season Games on Facebook,03-10-2017
"Investors: Stock Option Reports for Covered Call reports for Facebook, General Electric, Marathon Oil Corporation, Pfizer Inc. and Tailored Brands Inc.",03-10-2017
"Internet Stocks Under Scanner -- Facebook, Twitter, Groupon, and JD.com",03-10-2017
Facebook Submits to Audit of Advertising Data,02-10-2017
Facebook commits to audit of metrics,02-10-2017
Zuck puts on the VR gloves,02-10-2017
Cowen and Company raises Facebook target to $156,01-10-2017
Facebook a top large-cap idea at JPMorgan,01-10-2017
"Google, Facebook, Apple Subject to Proposed New EU Privacy Rules For Electronic Communication",01-10-2017
Market Chatter: Alphabet's Google Said Ready to Pay Up to EUR 280 Mln to Settle Italian Tax Probe,01-10-2017
"European Commission proposes greater privacy regulation for messaging, email services",01-10-2017
"Snapchat Picks London for Its International Headquarters, Defying Brexit Fears",01-10-2017
News Corp Q1 Results Top Expectations,11-09-2017
Scripps Networks Interactive Develops Shows For Facebook Watch and Spotlight,10-09-2017
Facebook launches video efforts with 'Watch' tab rollout,08-09-2017
Facebook to Add 500 People in Germany to Help Remove Illegal Content,08-09-2017
"Tech Sell Off Weighs on S&P 500 and Nasdaq, While Dow Hits Record",06-09-2017
"Afternoon tumble for tech led by FAAMG, chips",06-09-2017
Market Chatter: Facebook Asked by Philippines Army to Take Down Islamist Fighters' Accounts,06-09-2017
"Goldman Sachs Comments on FAAMG Tech Stocks, Says Market Does Not Expect FAAMG's Low Volatility to Continue",06-09-2017
Piper Jaffray: Facebook could triple revenue by 2022,06-09-2017
Developments in the Virtual and Augmented Reality Market,05-09-2017
"FBN rates Snap Hold, says Facebook would 'love to buy' around $20B",03-09-2017
Facebook clones Snapchat Stories in Messenger app,03-09-2017
Sector Update: Consumer Staple Stocks Catching Up With Consumer Discretionary Shares Near Close,02-09-2017
Sector Update: Mid-Sized Gains for Consumer Stocks Thursday,02-09-2017
Marchex Forms Marketing-Focused Partnership with Facebook - Shares Jump 15%,02-09-2017
Market Chatter: Facebook Said to Drop 200 Oculus VR Demo Stations at Best Buy Stores Amid Lackluster Interest,02-09-2017
"Pre-Market Briefing: US Equities Barely in Positive Territory; Court Blocks Cigna, Anthem Merger",02-09-2017
Officer Cox Christopher K Sells $1.9M of FB on 1/6/17,01-09-2017
Chief Operating Officer Sandberg Sheryl Exer. Acquires $544.4K of FB on 1/5/17,01-09-2017
Facebook to reportedly test 'mid-roll' ads,01-09-2017
"The Law Offices of Howard G. Smith Announces the Filing of a Securities Class Action on Behalf of Facebook, Inc. Investors and Encourages Investors to Contact the Firm",01-09-2017
Facebook top 2017 internet pick at Oppenheimer & Co.,01-09-2017
"Covered-Call Reports for Apple, Facebook, Oracle Corporation, Pandora, and AT&T",01-09-2017
Tax bill to boost tech giants' EPS,12-08-2017
"Tencent wants to work with Snap on games, news feed",11-08-2017
Snap slides 17.9% as analysts stack up post-earnings cautions,11-08-2017
Facebook Slips After Russian Regulator Discloses Plan to Assess Company's Compliance With Local Law,11-08-2017
WSJ: Facebook eyes $1B in video spending in major push,09-08-2017
Time Launches New Cooking Reality Show for Facebook's Watch Platform,09-08-2017
First info from German Facebook probe by end of year,09-08-2017
Market Chatter: Alphabet's Google Sees No Evidence of Russian Propaganda on its Platforms,09-08-2017
Google: No sign of Russian ad propaganda,09-08-2017
Facebook promotes 'clinical trials strategy',09-08-2017
Facebook to stop charging for accidental clicks,08-08-2017
Stocks to watch next week,07-08-2017
Facebook waging fake-news fight ahead of UK election,05-08-2017
Artificial Intelligence Advancements Playing a Big Role for Identifying Sports Media and Social Media Consumer Behavior,05-08-2017
"FB INVESTOR ALERT: The Law Offices of Vincent Wong Reminds Investors of a Class Action Involving Facebook, Inc. and a Lead Plaintiff Deadline of March 28, 2017",03-08-2017
WikiLeaks casts shadow over tech,03-08-2017
"FB NOTICE: Rosen Law Firm Reminds Facebook, Inc. Investors of Important Deadline in Class Action - FB",02-08-2017
Facebook closing 200 of 500 Oculus demo stations at Best Buy stores,02-08-2017
"INVESTOR ALERT: Brower Piven Encourages Shareholders Who Have Losses In Excess Of $100,000 From Investment In Facebook, Inc. To Contact Brower Piven Before The Lead Plaintiff Deadline In Class Action Lawsuit",02-08-2017
Facebook added to BofA's U.S. 1 List,02-08-2017
"Omega Advisors' Cooperman Bets on Alphabet, His Biggest Position",08-07-2017
"France, Germany Seek Europe Tax Harmonization to Close Loopholes Used by US Tech Giants",08-07-2017
Facebook Plans Expansion of Menlo Park Campus,07-07-2017
Stocks Head Higher as Key US Jobs Data Tops Expectations,07-07-2017
Sector Update: Tech Stocks On Track to Close Mixed,06-07-2017
Facebook Debuts New Features to Help Elected Officials Better Connect with US Users,06-07-2017
Market Chatter: Facebook Said to Move WhatsApp Off IBM's SoftLayer Cloud,06-07-2017
CNBC: Facebook moving WhatsApp off IBM cloud,06-07-2017
Oculus brings Rift headsets to 90 California libraries,06-07-2017
Facebook TV coming next month,05-07-2017
