id,saleprice,overall_qual,year_built,year_remod/add,total_bsmt_sf,1st_flr_sf,gr_liv_area,full_bath,garage_area
2548,157500,5,1964,1964,720.0,720,1440,1.0,480.0
340,285000,8,1994,1995,1679.0,1803,1803,3.0,482.0
1487,145900,5,1900,2003,1272.0,1272,2200,4.0,0.0
1423,229000,7,1996,1996,672.0,1302,2037,2.0,472.0
1949,128500,4,1925,1993,1151.0,845,1281,3.0,580.0
2444,286000,8,1998,1998,1044.0,1079,1976,3.0,885.0
345,189500,6,1997,1997,945.0,945,1608,2.0,470.0
650,102900,5,1953,1953,0.0,1210,1210,1.0,616.0
192,128500,5,1950,1997,988.0,1030,1612,1.0,363.0
1945,156000,5,1953,2004,1216.0,1216,1728,2.0,371.0
2277,281213,8,2005,2006,1094.0,1133,2482,2.0,642.0
1266,242000,7,1960,2007,585.0,2069,2069,3.0,505.0
674,157500,6,1960,1960,1478.0,1478,1478,3.0,498.0
2823,196500,7,2003,2004,796.0,806,1724,2.0,616.0
2772,193000,7,1998,1998,1425.0,1425,1425,3.0,591.0
2015,132000,5,1939,1952,672.0,899,1322,2.0,280.0
2642,139900,7,1900,1970,712.0,848,1428,2.0,576.0
144,148000,6,1959,1959,1194.0,1194,1194,2.0,312.0
1712,281500,8,2007,2007,895.0,895,1818,3.0,774.0
1708,342000,8,2004,2004,1706.0,1718,2956,2.0,916.0
2890,148000,6,1975,1975,1128.0,1210,1210,3.0,528.0
1157,140000,5,1972,1972,1001.0,1001,1641,2.0,490.0
2550,150000,5,1958,1991,1008.0,1053,1053,1.0,750.0
1104,279500,7,1996,1997,1064.0,1064,2125,3.0,576.0
2183,140000,6,2005,2005,547.0,1072,1072,2.0,525.0
2887,145000,6,1978,1978,1664.0,1664,1664,2.0,616.0
29,184000,7,1999,1999,1405.0,1337,1337,3.0,511.0
108,206000,8,1978,1978,1226.0,1226,1226,2.0,484.0
2286,85500,4,1972,1972,546.0,546,1092,1.0,253.0
1533,188700,6,1934,1995,715.0,849,1660,1.0,240.0
376,200000,6,1978,1986,1427.0,1671,1671,2.0,484.0
800,162000,7,1990,1991,1054.0,1061,1061,2.0,462.0
1395,108000,5,1940,1997,672.0,672,672,1.0,240.0
388,213000,5,1975,1975,1621.0,1621,1621,3.0,478.0
1689,318000,8,2007,2007,1734.0,1734,1734,3.0,928.0
716,106000,5,1898,1965,849.0,1075,2138,2.0,360.0
2737,235000,6,1928,1950,672.0,1337,2009,2.0,795.0
120,128950,4,1959,1959,950.0,1225,1225,2.0,0.0
1230,163000,6,1961,1961,1362.0,1362,1362,2.0,504.0
2047,126000,5,1940,1950,756.0,756,1134,2.0,240.0
1293,200000,7,2003,2003,1362.0,1362,2082,2.0,484.0
1915,144000,5,1958,1958,874.0,874,1524,1.0,315.0
1968,141000,5,1961,1961,1800.0,1800,1800,2.0,0.0
1766,322500,8,1998,1999,1389.0,1411,2582,3.0,758.0
268,224900,7,1998,1998,1649.0,1661,1661,2.0,598.0
729,223500,5,1923,2004,1324.0,1072,1576,3.0,528.0
902,112000,4,1956,1956,672.0,960,960,1.0,288.0
993,187500,6,1997,1998,926.0,926,1604,2.0,470.0
766,61000,1,1922,1950,683.0,904,904,1.0,0.0
903,110000,6,1920,2000,684.0,684,1196,1.0,528.0
1221,52000,3,1935,2003,270.0,729,729,1.0,0.0
1719,207000,6,2005,2006,1362.0,1362,1362,3.0,460.0
1521,130000,5,1911,1950,940.0,1024,1964,1.0,0.0
2707,90000,4,1967,1967,0.0,1296,1296,2.0,516.0
987,130000,5,1992,1992,624.0,624,1287,1.0,440.0
2558,127000,5,1908,1991,504.0,936,1252,1.0,576.0
1778,320000,9,2006,2006,1905.0,1905,1905,2.0,788.0
2601,120000,5,1920,1950,1120.0,1130,1130,2.0,720.0
74,181000,7,2004,2004,831.0,831,1659,2.0,484.0
2190,110000,4,1954,1954,894.0,894,894,1.0,400.0
701,94550,4,1920,1950,600.0,1101,1701,2.0,0.0
2556,85500,4,1923,1958,440.0,869,869,1.0,0.0
2293,153500,5,1977,1977,923.0,1008,1008,2.0,678.0
787,139600,3,1955,1955,0.0,1733,1733,2.0,452.0
595,143000,5,1967,1967,1568.0,1568,1568,1.0,440.0
66,410000,8,1995,1996,2033.0,2053,3238,3.0,666.0
846,200000,6,1998,1998,928.0,928,1772,3.0,492.0
594,130000,5,1967,1967,864.0,864,864,1.0,312.0
792,154400,6,1946,1950,747.0,892,1639,1.0,240.0
1200,299800,8,1976,1996,1142.0,1175,2715,3.0,831.0
768,63000,5,1934,1950,585.0,687,1112,3.0,226.0
174,143000,5,1957,1957,1347.0,1347,1347,2.0,551.0
1889,137500,5,1961,1961,964.0,964,964,1.0,784.0
1023,272000,6,1977,1995,1330.0,1542,2872,3.0,619.0
363,173000,6,1992,1992,1158.0,1167,1167,3.0,400.0
1401,245000,7,1979,1979,1524.0,1524,1524,3.0,478.0
1978,140000,5,1980,1980,936.0,936,936,2.0,672.0
2097,383970,7,2007,2007,1264.0,1282,2696,3.0,792.0
2840,125000,4,1954,1968,954.0,1482,1482,2.0,609.0
862,133000,5,1972,2007,768.0,768,768,2.0,396.0
507,244600,8,2008,2009,1468.0,1468,1468,2.0,898.0
1262,139000,5,1968,1968,912.0,1044,1044,1.0,372.0
1228,112900,5,1953,1953,1036.0,1036,1036,1.0,312.0
1288,111000,5,1910,2003,680.0,680,1360,1.0,330.0
1243,166000,6,1957,1957,1392.0,1392,1392,2.0,458.0
1850,239000,7,1997,1998,975.0,975,1950,2.0,576.0
1589,209200,7,1997,1998,1344.0,1344,1344,4.0,784.0
1658,175000,5,1971,1971,1484.0,1484,1484,2.0,487.0
446,269500,7,2003,2004,1760.0,1760,1760,3.0,583.0
1097,225000,7,1999,2000,1037.0,1037,2322,2.0,400.0
2329,275000,8,1985,1985,1742.0,1742,1742,3.0,564.0
1909,105000,5,1941,1950,768.0,968,1376,2.0,240.0
2608,159950,5,1966,1966,1024.0,1086,1086,2.0,484.0
656,135000,5,1916,1987,660.0,808,1656,2.0,180.0
1690,345474,8,2007,2007,2108.0,2122,2122,3.0,938.0
2853,102000,5,1926,1950,1008.0,1008,1522,2.0,0.0
2229,198000,7,1971,1971,1696.0,1696,1696,2.0,625.0
1127,339750,8,2007,2008,1034.0,1050,2078,3.0,836.0
2606,170000,5,1936,1989,796.0,1096,1466,2.0,566.0
1268,94000,5,1951,1951,876.0,876,876,1.0,576.0
2809,203160,7,2006,2006,851.0,851,1737,2.0,578.0
529,291000,7,2006,2007,1652.0,1662,1662,3.0,711.0
476,200000,6,2002,2002,1010.0,1010,2267,2.0,390.0
2566,119000,5,1967,1967,1584.0,1584,1584,2.0,506.0
1902,39300,1,1946,1950,0.0,334,334,1.0,0.0
1547,55000,4,1922,1950,796.0,796,796,1.0,0.0
1185,205000,7,2002,2002,952.0,952,1812,2.0,469.0
2372,108000,6,1972,1972,525.0,525,1092,1.0,264.0
2282,143000,5,1967,1967,1632.0,1632,1632,2.0,576.0
910,197000,7,1920,1970,824.0,1687,3082,3.0,672.0
1128,205950,7,2007,2007,813.0,822,1665,2.0,562.0
1659,175000,6,1968,1968,702.0,1041,1743,1.0,539.0
1852,301000,8,2003,2004,1054.0,1072,2048,3.0,552.0
456,230000,7,2007,2008,1314.0,1314,1314,3.0,626.0
2410,171750,7,2003,2003,1405.0,1405,1405,2.0,478.0
1296,120000,7,1920,2006,931.0,1027,1027,1.0,0.0
2682,110000,5,1930,1984,741.0,741,1324,1.0,180.0
237,144500,6,1950,1987,663.0,1074,1074,2.0,467.0
1666,155000,5,1970,1990,925.0,1422,1422,2.0,576.0
2666,125000,6,1923,1950,1200.0,1200,1200,1.0,312.0
662,156500,7,1910,2008,560.0,930,1690,2.0,624.0
2490,151000,6,1977,1995,506.0,1212,1212,2.0,492.0
672,135000,6,1957,1957,1105.0,1105,1105,1.0,308.0
2915,79400,4,1972,1972,546.0,546,1092,1.0,253.0
452,213000,6,2005,2005,1358.0,1358,1358,2.0,484.0
321,202900,8,2002,2002,967.0,993,1908,2.0,431.0
2124,211000,6,1998,1998,794.0,882,1796,3.0,546.0
1278,130000,5,1961,1961,1800.0,1800,1800,2.0,0.0
914,137450,6,1925,1990,976.0,1160,1608,2.0,216.0
579,150000,4,1976,1993,1281.0,1620,1620,3.0,490.0
1418,95000,5,1941,1950,616.0,616,1111,1.0,200.0
1166,179400,7,1999,1999,744.0,757,1501,2.0,440.0
1797,212109,5,2007,2007,725.0,725,1588,3.0,561.0
2568,98600,5,1961,1961,1235.0,1235,1235,1.0,480.0
2075,216000,5,1948,2005,409.0,1325,1325,2.0,576.0
2445,300000,8,2000,2000,1160.0,1205,2234,3.0,768.0
229,328000,7,1996,1997,1306.0,1306,2260,3.0,533.0
1663,139000,5,1971,2005,372.0,576,1109,1.0,288.0
2727,164000,5,1963,1963,1000.0,1000,1000,2.0,575.0
2226,123900,6,1980,1980,516.0,529,1045,1.0,462.0
130,116500,5,1958,2008,858.0,858,858,2.0,0.0
1675,177000,6,1997,1998,1405.0,1337,1337,3.0,522.0
2038,99500,4,1958,1958,808.0,838,1315,3.0,436.0
2416,174190,6,2006,2006,1326.0,1326,1326,2.0,427.0
2507,151000,7,2005,2005,600.0,520,1200,2.0,480.0
269,143750,6,2003,2003,848.0,848,848,2.0,420.0
981,131900,5,1972,1972,796.0,796,796,1.0,336.0
2296,157000,5,1977,1977,716.0,716,1432,2.0,531.0
940,147000,5,1920,1997,672.0,672,1344,1.0,468.0
475,188500,7,2004,2005,716.0,716,1432,3.0,432.0
2404,185850,7,2005,2005,1364.0,1364,1364,3.0,484.0
2491,126000,5,1965,1965,984.0,984,984,1.0,310.0
601,118000,5,1959,1959,864.0,864,864,1.0,308.0
1640,319900,9,2006,2006,1612.0,1612,1612,3.0,556.0
2926,142500,6,1984,1984,1003.0,1003,1003,2.0,588.0
653,129900,5,1950,1950,1200.0,1200,1200,1.0,246.0
2406,202500,7,2005,2006,1368.0,1368,1368,2.0,474.0
2701,131000,5,1950,1950,0.0,1640,1640,1.0,394.0
1472,185000,6,1997,1998,1838.0,1838,1838,4.0,721.0
417,138000,6,1978,1978,855.0,855,1456,2.0,440.0
2664,114504,6,1910,1993,684.0,684,1368,1.0,216.0
283,113000,6,1945,1950,735.0,798,1487,1.0,220.0
302,125500,4,1922,2007,796.0,796,1154,2.0,240.0
2053,165000,5,1964,2001,980.0,1020,1020,2.0,528.0
2662,79000,5,1900,1950,540.0,889,1440,1.0,352.0
99,152000,6,2005,2005,600.0,600,1236,3.0,480.0
2674,159000,6,1947,1950,1004.0,1004,1664,2.0,420.0
1218,141000,4,1960,1960,1100.0,1100,1100,2.0,312.0
2547,167000,6,1964,1964,1008.0,1488,1488,2.0,430.0
197,132000,5,1942,1950,835.0,955,1453,1.0,240.0
2091,179900,7,1990,1991,910.0,1442,1442,3.0,719.0
87,122000,5,1967,1967,882.0,900,900,1.0,280.0
690,127000,6,1963,1963,1045.0,1045,1045,2.0,264.0
2364,190000,6,2002,2002,1487.0,1419,1419,3.0,543.0
2050,158450,5,1964,1980,1420.0,1452,1452,2.0,572.0
769,175000,5,1963,1999,520.0,1464,1464,2.0,480.0
348,377500,9,2006,2007,1746.0,1746,1746,3.0,758.0
200,138400,5,1930,1950,928.0,928,1536,2.0,480.0
2759,260000,7,2005,2005,1734.0,1734,1734,3.0,660.0
1700,440000,8,2006,2007,1976.0,1976,1976,3.0,908.0
876,178000,7,2001,2001,1212.0,1212,1212,2.0,573.0
2536,138500,5,1968,1968,1052.0,1052,1052,2.0,288.0
1821,132000,5,1962,1962,1057.0,1057,1057,1.0,576.0
2743,149900,6,1953,1953,1000.0,1068,1609,1.0,305.0
1329,108000,7,1945,1950,672.0,1195,1668,1.0,252.0
1451,110000,5,1975,1975,924.0,924,924,1.0,280.0
936,124000,6,1980,1980,561.0,561,1229,1.0,462.0
1948,103200,4,1956,1956,882.0,882,882,1.0,0.0
1839,194000,7,2006,2007,1352.0,1352,1352,3.0,466.0
2057,108000,5,1968,1968,948.0,948,948,1.0,300.0
558,122000,5,1961,1961,864.0,864,864,1.0,440.0
2731,148400,7,1980,1981,430.0,880,1700,3.0,450.0
791,60000,5,1958,1958,1276.0,1276,1276,1.0,350.0
1421,226500,7,1994,1994,1602.0,1626,1626,3.0,534.0
2881,35311,2,1949,1950,480.0,480,480,1.0,308.0
2820,127500,6,1975,1975,976.0,1012,1012,2.0,0.0
1609,137500,5,1984,1984,864.0,889,889,1.0,484.0
1495,147000,6,1977,1977,1029.0,1117,1117,2.0,542.0
2388,309000,8,2004,2005,1117.0,1132,2452,3.0,691.0
938,315000,7,1971,2009,1803.0,2365,2365,3.0,551.0
1194,147000,5,1965,2008,912.0,912,912,2.0,576.0
2429,264561,8,2006,2006,1520.0,1567,1567,3.0,648.0
1937,130000,5,1955,1955,384.0,1360,1360,1.0,572.0
1847,177000,6,2000,2000,756.0,769,1525,2.0,440.0
1550,119000,5,1930,1950,780.0,780,1200,1.0,0.0
2705,157000,7,2004,2004,1073.0,1073,1073,3.0,246.0
2713,158000,5,1968,1968,1051.0,1159,1159,1.0,336.0
1938,115000,4,1955,1955,1190.0,1040,1540,2.0,352.0
1819,120750,5,1977,1977,894.0,894,894,2.0,308.0
23,216000,7,2000,2000,814.0,814,1674,3.0,663.0
2289,75000,4,1970,1970,546.0,546,1092,1.0,286.0
1156,192000,6,1974,1974,1430.0,1430,1430,2.0,484.0
2717,160500,6,1978,1978,960.0,1040,1040,2.0,616.0
2101,279500,7,2006,2007,1494.0,1494,1494,2.0,840.0
1377,148000,5,1963,1963,981.0,1075,1075,2.0,440.0
1381,145000,5,1967,2005,992.0,992,992,2.0,294.0
2502,310000,8,1993,1993,1338.0,1352,2520,3.0,796.0
2609,165000,6,1963,1963,1083.0,1146,1146,1.0,294.0
505,402000,8,1994,2005,1629.0,1686,2448,3.0,711.0
1126,250000,7,2005,2005,1026.0,1026,1958,2.0,936.0
2914,73000,4,1970,1970,630.0,630,630,2.0,0.0
393,136000,5,1974,1974,896.0,896,1792,2.0,0.0
2405,282500,9,2005,2005,1560.0,1565,1565,3.0,556.0
67,221500,8,2005,2006,1595.0,1595,1595,2.0,880.0
2227,170000,4,1995,1996,1680.0,1680,1680,2.0,628.0
669,163000,6,1967,1967,1040.0,1040,1040,2.0,480.0
1772,290000,8,1995,1995,1318.0,1328,2531,2.0,752.0
1775,330000,8,1996,1997,1325.0,1335,2538,2.0,933.0
403,111000,6,1973,1973,483.0,483,987,2.0,264.0
2792,214000,6,1999,1999,840.0,840,1755,3.0,530.0
1247,137500,5,1953,1953,1152.0,1152,1152,1.0,636.0
384,240900,7,2003,2003,926.0,1016,1884,3.0,581.0
91,190000,7,1992,1992,750.0,1061,1923,3.0,564.0
863,250000,7,2002,2002,1569.0,1611,1611,3.0,1231.0
1857,218000,5,1976,2004,1437.0,1437,1437,3.0,528.0
1870,255000,7,1993,1993,1148.0,1091,2075,3.0,473.0
2318,240000,7,2006,2006,1670.0,1670,1670,2.0,690.0
2100,360000,8,2006,2007,2140.0,2140,2140,2.0,894.0
1213,179900,5,1965,1999,1219.0,1265,1265,2.0,502.0
2046,200500,5,1946,1994,1598.0,1636,3086,3.0,0.0
710,37900,3,1910,1950,600.0,600,968,1.0,0.0
2268,180500,8,2001,2001,1267.0,1312,1312,2.0,471.0
816,269500,7,2000,2000,1168.0,1168,2787,6.0,820.0
1616,225000,7,2003,2003,847.0,847,1733,2.0,433.0
2233,141000,6,1940,1950,720.0,720,1215,1.0,720.0
439,335000,9,2008,2008,1739.0,1743,1743,3.0,927.0
260,150000,5,1977,2004,1026.0,1026,1026,2.0,308.0
2523,385000,9,1981,1987,1842.0,1842,1842,2.0,894.0
627,205000,7,1965,1990,768.0,1186,1986,2.0,486.0
251,206000,7,2006,2006,1187.0,1208,1208,3.0,632.0
2163,179600,7,2004,2004,1422.0,1422,1422,2.0,626.0
2819,102000,4,1951,1951,836.0,1220,1220,1.0,396.0
1025,175000,5,1977,1977,1126.0,1126,1126,2.0,540.0
2592,159000,5,1956,2001,1015.0,1384,1384,2.0,896.0
1491,135000,6,1976,1976,1127.0,1127,1127,1.0,480.0
2742,136900,6,1954,1972,994.0,1216,1855,2.0,325.0
2497,135000,5,1961,1994,912.0,1236,1236,1.0,288.0
495,337000,8,1999,1999,1252.0,1268,2365,3.0,856.0
2528,250000,6,1968,1984,1054.0,1512,2654,3.0,619.0
1033,306000,8,1996,1996,1236.0,1236,2340,3.0,787.0
764,179000,5,1987,1988,1200.0,1200,1200,6.0,0.0
1165,146000,7,2007,2007,689.0,703,1392,2.0,540.0
2037,161000,6,1915,1950,1138.0,1138,2180,1.0,720.0
113,205000,6,1977,2001,1610.0,1610,1610,3.0,480.0
1572,241500,7,1986,1986,1277.0,1501,1501,3.0,512.0
2052,118500,4,1961,1961,1029.0,1029,1029,2.0,261.0
2702,130000,5,1958,1958,1062.0,1352,1352,1.0,288.0
1981,130000,5,1940,1950,808.0,1072,1072,1.0,379.0
2335,535000,10,2006,2006,1850.0,1850,2698,3.0,736.0
563,123000,5,1962,1962,912.0,912,912,1.0,252.0
1502,82000,4,1955,1955,0.0,1152,1152,2.0,0.0
1310,132000,7,1920,1965,624.0,730,1450,1.0,288.0
2598,108480,5,1921,1968,1073.0,1073,1073,1.0,326.0
2715,165000,5,1967,1967,1176.0,1458,1458,2.0,512.0
1810,181000,7,2006,2006,1461.0,1486,1486,2.0,566.0
778,165000,5,1961,1961,552.0,904,1774,2.0,384.0
339,161000,5,1969,1969,864.0,864,1479,2.0,275.0
2460,199000,8,2006,2006,1504.0,1504,1504,2.0,510.0
320,214900,7,2002,2003,817.0,824,1894,3.0,510.0
2461,198600,8,2006,2006,1278.0,1278,1278,2.0,584.0
2449,258000,8,1998,1998,1141.0,1165,2263,2.0,420.0
817,269500,7,2000,2000,1168.0,1168,2787,6.0,820.0
1096,176000,7,2002,2002,707.0,707,1414,2.0,403.0
1893,158000,6,1964,1991,1302.0,1302,1302,2.0,309.0
479,184100,8,2002,2002,408.0,779,1419,3.0,527.0
1657,170000,6,1971,1971,1625.0,1220,1220,2.0,944.0
937,208000,6,1986,1986,572.0,1182,1982,3.0,501.0
879,140000,6,2003,2003,848.0,848,848,2.0,420.0
945,230000,8,2007,2008,1596.0,1648,1648,3.0,482.0
1010,188500,8,1989,1989,1337.0,1337,1337,3.0,462.0
2861,194000,5,1940,1950,901.0,1125,1717,1.0,410.0
1245,133000,5,1956,1958,1104.0,1104,1104,2.0,384.0
854,140000,5,1978,1978,907.0,907,907,1.0,343.0
1437,207500,7,2000,2000,782.0,782,1652,2.0,532.0
586,256900,6,1967,1997,932.0,1271,2640,2.0,515.0
1947,109000,5,1940,1950,735.0,735,1034,1.0,240.0
815,113722,5,1979,1979,0.0,1513,1513,2.0,400.0
831,237000,8,2005,2006,1498.0,1498,1498,2.0,844.0
1919,142100,5,1963,1963,1053.0,1053,1053,2.0,692.0
2306,149900,6,1954,1954,1178.0,1293,1293,3.0,452.0
430,404000,9,2008,2008,2020.0,2020,2020,3.0,896.0
2618,277500,7,1962,1998,1438.0,1900,2448,4.0,441.0
245,178000,6,1985,1985,741.0,977,1732,2.0,476.0
462,254000,8,2006,2006,1324.0,1324,1324,3.0,550.0
182,12789,2,1923,1970,678.0,832,832,1.0,780.0
1625,176000,7,1995,1996,1237.0,1253,1253,2.0,402.0
2381,342643,9,2006,2006,1249.0,1249,2596,3.0,840.0
1827,125500,5,1967,1967,876.0,902,902,1.0,288.0
1580,150000,6,1989,1989,1495.0,1495,1495,2.0,438.0
1803,261329,8,2007,2007,1574.0,1584,1584,2.0,594.0
1132,141000,7,2004,2005,1080.0,1080,1080,2.0,0.0
1941,153000,4,1953,1953,1105.0,1647,1647,2.0,280.0
1742,172500,7,2006,2007,1258.0,1258,1258,2.0,648.0
2026,153575,6,1915,2003,698.0,698,1396,1.0,384.0
2245,124900,5,1930,2007,837.0,1001,1001,1.0,216.0
1691,415298,9,2006,2007,2121.0,2121,2121,2.0,732.0
725,119000,6,1920,1950,972.0,1044,1480,1.0,207.0
1787,227000,8,2006,2006,1588.0,1588,1588,2.0,825.0
1216,145500,5,1959,2006,1053.0,1053,1053,2.0,312.0
2654,61500,3,1921,1950,492.0,492,492,2.0,200.0
2310,192100,7,1969,1969,1851.0,1851,1851,2.0,506.0
761,116000,6,1915,1965,698.0,754,1403,2.0,308.0
1884,145000,6,1958,1958,588.0,1138,1138,1.0,264.0
449,445000,9,2003,2003,2452.0,2452,2452,4.0,886.0
856,150500,5,1977,2008,1040.0,1040,1040,2.0,484.0
11,175900,6,1993,1994,763.0,763,1655,2.0,440.0
389,167900,6,1974,1974,1116.0,1116,1116,3.0,528.0
2415,219210,7,2006,2006,879.0,879,1863,2.0,660.0
77,189000,6,1992,1992,1055.0,1055,1845,2.0,462.0
1238,136500,5,1957,1957,1176.0,1176,1176,2.0,292.0
223,137900,5,1966,2008,864.0,892,892,2.0,416.0
723,85000,5,1910,2006,1022.0,1022,1022,2.0,280.0
2562,137900,5,1951,1951,2136.0,2136,2136,2.0,528.0
995,195500,6,1998,1998,926.0,926,1604,2.0,472.0
287,128000,6,1915,1950,806.0,841,1647,2.0,216.0
1152,135000,5,1961,2007,864.0,864,864,2.0,420.0
1449,143195,5,1975,1975,1076.0,1076,1076,1.0,576.0
1330,79500,5,1930,1960,742.0,779,935,1.0,308.0
1134,192500,7,2003,2004,835.0,835,1663,2.0,478.0
706,129500,5,1950,1970,768.0,768,1328,1.0,308.0
1617,168000,6,1995,1996,806.0,806,1572,2.0,373.0
1339,105000,6,1939,1950,739.0,874,1342,2.0,240.0
1664,143250,6,1971,1971,981.0,981,981,2.0,576.0
1433,144000,5,1995,2006,1099.0,1099,1099,1.0,352.0
75,205000,7,1994,2002,948.0,1222,2110,3.0,463.0
2255,143000,6,1974,1974,970.0,1026,1026,2.0,528.0
1170,290000,9,2001,2001,1419.0,1419,1419,2.0,588.0
45,611657,9,2009,2010,2330.0,2364,2364,3.0,820.0
836,152000,5,1996,1996,1040.0,1040,1040,2.0,576.0
8,191500,8,1992,1992,1280.0,1280,1280,2.0,506.0
1704,317000,8,2004,2005,1143.0,1143,2473,2.0,852.0
2068,165250,7,1940,1998,680.0,798,1302,1.0,224.0
1488,123000,5,1966,1966,1092.0,1092,1092,1.0,264.0
1391,185000,6,1956,1956,988.0,1188,1188,2.0,621.0
2633,120000,7,1962,1962,1045.0,1045,1045,2.0,528.0
1872,158500,6,1966,1966,1093.0,1093,1093,3.0,484.0
1138,173000,6,2004,2004,798.0,798,1640,2.0,520.0
1899,101800,4,1962,1962,0.0,1224,1224,2.0,462.0
915,155000,7,1936,2007,560.0,575,1135,2.0,576.0
660,125000,5,1925,1950,1054.0,1078,1078,1.0,264.0
2004,104500,4,1956,1956,0.0,968,968,1.0,331.0
443,350000,9,2004,2005,1462.0,1462,2224,3.0,738.0
2627,93500,3,1950,1950,0.0,1040,1040,2.0,400.0
1438,193000,7,1999,1999,873.0,882,1790,3.0,588.0
1525,191000,6,1922,1994,588.0,1423,2555,2.0,672.0
2644,110000,6,1930,2005,813.0,813,813,1.0,270.0
866,261500,8,2001,2001,1299.0,1299,1872,3.0,531.0
620,128900,5,1956,1956,1050.0,1050,1050,1.0,338.0
2451,584500,9,1993,1994,1733.0,1933,3500,4.0,959.0
2186,111000,4,1954,1954,864.0,948,948,1.0,248.0
2025,90000,5,1926,1950,750.0,960,1316,1.0,576.0
1916,129000,6,1965,1979,1021.0,1465,2380,2.0,596.0
1542,224000,6,1954,2006,1296.0,1640,1640,2.0,924.0
1163,165000,6,2005,2005,600.0,600,1200,3.0,480.0
205,122000,6,1920,1993,662.0,662,1324,1.0,180.0
2261,267300,8,2006,2007,1546.0,1564,1564,2.0,502.0
423,485000,9,2008,2009,1926.0,1966,3140,3.0,820.0
2687,220000,6,1962,1962,1595.0,1611,2486,2.0,576.0
1436,215700,6,1997,1997,864.0,872,1771,3.0,600.0
444,280000,8,2004,2005,1836.0,1836,1836,3.0,862.0
1067,284000,8,2003,2004,1603.0,1575,1575,3.0,732.0
2290,84500,4,1970,1970,630.0,630,630,2.0,0.0
168,192000,6,1963,1984,1395.0,1395,1395,2.0,440.0
2643,105000,7,1930,1950,502.0,502,1004,1.0,200.0
2802,216837,7,2004,2005,1860.0,1836,1836,2.0,484.0
1224,141500,5,1960,1960,1296.0,1496,1496,2.0,450.0
1382,130000,5,1967,2003,894.0,894,894,2.0,450.0
853,124000,5,1978,1978,1040.0,1040,1040,2.0,0.0
2585,139500,5,1952,2003,1008.0,1008,1008,2.0,280.0
2193,79275,4,1955,1955,864.0,864,864,2.0,528.0
2262,265900,8,2006,2006,1476.0,1484,1484,2.0,472.0
1528,91000,6,1930,1950,768.0,790,790,1.0,160.0
370,185000,5,1977,1977,1122.0,946,1934,3.0,567.0
2629,141000,5,1959,1959,1150.0,1150,1150,2.0,300.0
1703,260116,8,2007,2008,1582.0,1582,2152,2.0,728.0
793,113000,4,1941,1950,672.0,672,672,2.0,234.0
1429,225000,8,1995,1995,1401.0,1511,1511,3.0,811.0
648,113000,5,1945,1950,793.0,793,793,2.0,240.0
279,125200,6,1975,1975,1008.0,1096,1096,2.0,352.0
1705,319500,8,2007,2007,918.0,958,2100,3.0,786.0
1257,140000,5,1945,1950,913.0,1048,1558,2.0,288.0
2894,250764,6,1958,1958,1632.0,1650,1650,2.0,518.0
1062,250000,8,2007,2007,948.0,948,2088,2.0,656.0
1729,176000,6,2005,2006,768.0,768,1536,2.0,400.0
1925,174850,6,1957,1969,1331.0,1721,1721,1.0,464.0
415,147000,6,1978,1978,804.0,804,1548,2.0,440.0
78,99500,6,1979,1979,918.0,918,918,2.0,264.0
428,398800,9,2009,2009,1365.0,1365,2690,3.0,864.0
1756,175000,6,1999,2000,953.0,953,1647,2.0,460.0
1280,109500,5,1954,1954,825.0,825,825,1.0,350.0
1928,163500,6,1970,1970,1657.0,1657,1657,2.0,484.0
2671,100000,4,1941,1950,788.0,788,788,1.0,0.0
2501,334000,8,1992,1993,1334.0,1520,2826,3.0,888.0
225,137250,5,1968,1968,864.0,864,864,2.0,280.0
2317,320000,7,2005,2006,1392.0,1392,2462,3.0,576.0
160,162000,5,1959,2006,1063.0,1287,1287,2.0,576.0
100,222000,7,2009,2009,1470.0,1478,1478,3.0,484.0
482,178000,7,2003,2003,698.0,698,1342,3.0,393.0
177,119000,5,1940,1992,788.0,804,804,2.0,240.0
1971,169500,5,1962,1962,864.0,876,1812,2.0,264.0
484,236000,7,2000,2000,952.0,980,2256,2.0,554.0
1561,294464,8,2007,2008,1596.0,1648,1648,3.0,525.0
992,206900,6,1969,1969,952.0,1092,2112,2.0,576.0
73,233000,7,2004,2004,956.0,956,2084,3.0,618.0
2646,108000,6,1924,1950,1032.0,1032,1032,1.0,280.0
994,165000,6,1995,1996,680.0,680,1470,2.0,420.0
2138,134900,5,1977,1977,1040.0,1040,1040,1.0,748.0
2013,113000,5,1939,1950,884.0,884,884,1.0,240.0
2126,147900,5,1996,1996,1097.0,1097,1097,2.0,242.0
898,99900,5,1922,1950,864.0,864,864,1.0,0.0
1048,143000,6,1975,1975,855.0,855,1456,2.0,460.0
2676,114500,6,1934,1950,816.0,816,1176,1.0,528.0
2498,129200,5,1967,1967,912.0,941,941,1.0,288.0
1560,392500,8,2008,2008,1600.0,1652,1652,3.0,482.0
296,266500,7,1941,2006,1152.0,1188,2340,2.0,252.0
354,177500,7,1998,1998,384.0,751,1382,2.0,396.0
970,139500,5,1968,1968,1008.0,1008,1008,1.0,384.0
884,170000,6,2007,2007,608.0,608,1396,2.0,440.0
1894,224500,6,1964,1997,845.0,845,2154,2.0,539.0
450,290000,8,2003,2004,1082.0,1105,2400,3.0,730.0
